fiscal_year,school_year,cde_school_code,school_name,bvsd_location_code,bvsd_location_label,fund,fund_label,sre,program,program_label,object,object_major_label,job_class,job_class_band,project,amount_raw_as_given,amount_usd,is_expenditure_object,source_file,sheet,sheet_row,amount_column
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,12,Differentiated School Support Fund,00,0500,English Language Arts,0211,0200 Employee Benefits,222,201-224 Teachers and Instructional Support,0000,80,0.80,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5543,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,407,401-490 Paraeducators & Aides,0000,85,0.85,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5561,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,12,Differentiated School Support Fund,00,0010,General Elementary Education,0211,0200 Employee Benefits,218,201-224 Teachers and Instructional Support,0000,94,0.94,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5600,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,1700,Special Education,0211,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3897,94,0.94,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5605,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,22,Grants Fund,00,1700,Special Education,0211,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,8027,111,1.11,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5672,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,22,Grants Fund,00,1700,Special Education,0211,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,8027,111,1.11,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5674,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0130,0100 Salaries,415,401-490 Paraeducators & Aides,0000,112,1.12,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5682,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2213,Instructional Staff Training Services,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,116,1.16,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5704,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0230,0200 Employee Benefits,218,201-224 Teachers and Instructional Support,0000,117,1.17,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5724,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0221,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,127,1.27,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5760,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2213,Instructional Staff Training Services,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,130,1.30,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5770,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0211,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,143,1.43,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5793,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0221,0200 Employee Benefits,222,201-224 Teachers and Instructional Support,0000,158,1.58,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5835,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,22,Grants Fund,00,1700,Special Education,0211,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,8027,185,1.85,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5918,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0080,General Instructional Media,0213,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,192,1.92,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5943,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0221,0200 Employee Benefits,426,401-490 Paraeducators & Aides,0000,201,2.01,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5964,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,214,2.14,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,5993,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1210,General Music,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,217,2.17,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6011,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2213,Instructional Staff Training Services,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,232,2.32,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6092,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,247,2.47,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6135,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,2113,Social Work Services,0252,0200 Employee Benefits,405,401-490 Paraeducators & Aides,3897,264,2.64,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6180,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0080,General Instructional Media,0211,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,267,2.67,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6187,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,21,Food Services Fund,00,3120,,0221,0200 Employee Benefits,602,600-637 Crafts/Trades Services,0000,270,2.70,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6190,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,416,401-490 Paraeducators & Aides,0000,299,2.99,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6269,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0070,Gifted And Talented Education,0213,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,302,3.02,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6291,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0070,Gifted And Talented Education,0251,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,319,3.19,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6333,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,2113,Social Work Services,0221,0200 Employee Benefits,405,401-490 Paraeducators & Aides,3897,320,3.20,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6335,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,200,201-224 Teachers and Instructional Support,0000,332,3.32,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6363,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0080,General Instructional Media,0213,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,342,3.42,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6388,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,346,3.46,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6398,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,22,Grants Fund,00,1700,Special Education,0213,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,8027,359,3.59,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6434,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0221,0200 Employee Benefits,506,500-516 Office & Admin Support Staff,0000,363,3.63,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6443,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0211,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,375,3.75,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6462,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,376,3.76,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6485,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,22,Grants Fund,00,1700,Special Education,0213,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,8027,392,3.92,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6520,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0080,General Instructional Media,0213,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,397,3.97,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6532,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0211,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,419,4.19,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6583,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0070,Gifted And Talented Education,0213,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,424,4.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6595,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0251,0200 Employee Benefits,415,401-490 Paraeducators & Aides,3897,424,4.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6596,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0130,0100 Salaries,415,401-490 Paraeducators & Aides,0000,428,4.28,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6610,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0221,0200 Employee Benefits,426,401-490 Paraeducators & Aides,0000,429,4.29,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6612,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0221,0200 Employee Benefits,415,401-490 Paraeducators & Aides,3897,430,4.30,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6614,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0200,Art,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,435,4.35,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6629,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,1700,Special Education,0213,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3897,440,4.40,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6661,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0080,General Instructional Media,0211,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,482,4.82,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6754,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1210,General Music,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,506,5.06,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6805,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0221,0200 Employee Benefits,415,401-490 Paraeducators & Aides,3897,529,5.29,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6836,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0252,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,530,5.30,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6840,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0221,0200 Employee Benefits,415,401-490 Paraeducators & Aides,3130,533,5.33,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6843,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0070,Gifted And Talented Education,0251,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,570,5.70,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6911,Amount
FY2024,2023-24,5838,Mesa Elementary School,166,MESA ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0130,0100 Salaries,415,401-490 Paraeducators & Aides,0000,578,5.78,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6921,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,579,5.79,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6922,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,599,5.99,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6959,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0221,0200 Employee Benefits,426,401-490 Paraeducators & Aides,0000,603,6.03,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6982,Amount
FY2024,2023-24,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,22,Grants Fund,00,1700,Special Education,0213,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,8027,616,6.16,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,6997,Amount
FY2024,2023-24,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,12,Differentiated School Support Fund,00,0500,English Language Arts,0221,0200 Employee Benefits,222,201-224 Teachers and Instructional Support,0000,624,6.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,7006,Amount
FY2024,2023-24,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,629,6.29,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2024_website_view.xlsx,0480-Fin7,7011,Amount
