Vintage 2024 Prepared October 2025,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
2625,119,32650,Green Mountain Falls (Part),1985,21,11932650
2626,119,80865,Victor,1985,257,11980865
2627,119,86090,Woodland Park,1985,3960,11986090
2628,119,99990,Unincorporated Teller County,1985,6386,11999990
2629,121,0,WASHINGTON COUNTY,1985,5396,12100000
2630,121,925,Akron,1985,1803,12100925
2631,121,56365,Otis,1985,538,12156365
2632,121,99990,Unincorporated Washington County,1985,3055,12199990
2633,123,0,WELD COUNTY,1985,130400,12300000
2634,123,3950,Ault,1985,1083,12303950
2635,123,6255,Berthoud (Part),1985,,12306255
2636,123,8675,Brighton (Part),1985,0,12308675
2637,123,9280,Broomfield (Part),1985,0,12309280
2638,123,19080,Dacono,1985,2288,12319080
2639,123,22860,Eaton,1985,1929,12322860
2640,123,24950,Erie (Part),1985,1295,12324950
2641,123,25280,Evans,1985,5715,12325280
2642,123,26600,Firestone,1985,1288,12326600
2643,123,27700,Fort Lupton,1985,4877,12327700
2644,123,28360,Frederick,1985,925,12328360
2645,123,29185,Garden City,1985,124,12329185
2646,123,29955,Gilcrest,1985,1070,12329955
2647,123,32155,Greeley,1985,57331,12332155
2648,123,33310,Grover,1985,148,12333310
2649,123,37820,Hudson,1985,853,12337820
2650,123,39855,Johnstown (Part),1985,1598,12339855
2651,123,40185,Keenesburg,1985,546,12340185
2652,123,40515,Kersey,1985,982,12340515
2653,123,43605,La Salle,1985,1855,12343605
2654,123,45530,Lochbuie (Part),1985,1063,12345530
2655,123,45970,Longmont (Part),1985,,12345970
2656,123,49600,Mead,1985,431,12349600
2657,123,50480,Milliken,1985,1610,12350480
2658,123,54330,Northglenn (Part),1985,0,12354330
2659,123,55045,Nunn,1985,308,12355045
2660,123,59005,Pierce,1985,856,12359005
2661,123,60160,Platteville,1985,1657,12360160
2662,123,63045,Raymer,1985,82,12363045
2663,123,69150,Severance,1985,113,12369150
2664,123,77290,Thornton (Part),1985,,12377290
2665,123,77510,Timnath (Part),1985,,12377510
2666,123,85485,Windsor (Part),1985,4853,12385485
2667,123,99990,Unincorporated Weld County,1985,35470,12399990
2668,125,0,YUMA COUNTY,1985,9853,12500000
2669,125,23025,Eckley,1985,225,12523025
2670,125,86310,Wray,1985,2202,12586310
2671,125,86750,Yuma,1985,2956,12586750
2672,125,99990,Unincorporated Yuma County,1985,4470,12599990
2673,999,3455,Arvada (Total),1985,89046,99903455
2674,999,4000,Aurora (Total),1985,220796,99904000
2675,999,4935,Basalt (Total),1985,713,99904935
2676,999,6090,Bennett (Total),1985,1968,99906090
2677,999,6255,Berthoud (Total),1985,2721,99906255
2678,999,8070,Bow Mar (Total),1985,990,99908070
2679,999,8675,Brighton (Total),1985,14278,99908675
2680,999,9280,Broomfield (Total),1985,22698,99909280
2681,999,12855,Center (Total),1985,1896,99912855
2682,999,12910,Central City (Total),1985,398,99912910
2683,999,24950,Erie (Total),1985,1313,99924950
2684,999,32650,Green Mountain Falls (Total),1985,705,99932650
2685,999,39855,Johnstown (Total),1985,1598,99939855
2686,999,45255,Littleton (Total),1985,32159,99945255
2687,999,45530,Lochbuie (Total),1985,1063,99945530
2688,999,45970,Longmont (Total),1985,47855,99945970
2689,999,54330,Northglenn (Total),1985,29592,99954330
2690,999,75640,Superior (Total),1985,252,99975640
2691,999,77290,Thornton (Total),1985,51703,99977290
2692,999,77510,Timnath (Total),1985,190,99977510
2693,999,83835,Westminster (Total),1985,65221,99983835
2694,999,85485,Windsor (Total),1985,4853,99985485
2695,0,0,COLORADO STATE,1986,3243803,0
2696,1,0,ADAMS COUNTY,1986,268643,100000
2697,1,3455,Arvada (Part),1986,2018,103455
2698,1,4000,Aurora (Part),1986,29017,104000
2699,1,6090,Bennett (Part),1986,1890,106090
2700,1,8675,Brighton (Part),1986,14208,108675
2701,1,9280,Broomfield (Part),1986,6445,109280
2702,1,16495,Commerce City,1986,17347,116495
2703,1,26270,Federal Heights,1986,9663,126270
2704,1,45530,Lochbuie (Part),1986,,145530
2705,1,54330,Northglenn (Part),1986,28479,154330
2706,1,77290,Thornton (Part),1986,53240,177290
2707,1,83835,Westminster (Part),1986,39758,183835
2708,1,99990,Unincorporated Adams County,1986,66578,199990
2709,3,0,ALAMOSA COUNTY,1986,13336,300000
2710,3,1090,Alamosa,1986,7426,301090
2711,3,37380,Hooper,1986,98,337380
2712,3,99990,Unincorporated Alamosa County,1986,5812,399990
2713,5,0,ARAPAHOE COUNTY,1986,387244,500000
2714,5,4000,Aurora (Part),1986,194386,504000
2715,5,6090,Bennett (Part),1986,,506090
2716,5,8070,Bow Mar (Part),1986,690,508070
2717,5,12815,Centennial,1986,,512815
2718,5,13845,Cherry Hills Village,1986,5388,513845
2719,5,16385,Columbine Valley,1986,1071,516385
2720,5,19630,Deer Trail,1986,522,519630
2721,5,24785,Englewood,1986,28944,524785
2722,5,28105,Foxfield,1986,,528105
2723,5,30340,Glendale,1986,2743,530340
2724,5,33035,Greenwood Village,1986,6898,533035
2725,5,45255,Littleton (Part),1986,32491,545255
2726,5,69645,Sheridan,1986,5664,569645
2727,5,99990,Unincorporated Arapahoe County,1986,108447,599990
2728,7,0,ARCHULETA COUNTY,1986,5335,700000
2729,7,56860,Pagosa Springs,1986,1299,756860
2730,7,99990,Unincorporated Archuleta County,1986,4036,799990
2731,9,0,BACA COUNTY,1986,4587,900000
2732,9,11645,Campo,1986,136,911645
2733,9,61315,Pritchett,1986,164,961315
2734,9,73330,Springfield,1986,1414,973330
2735,9,79270,Two Buttes,1986,72,979270
2736,9,81030,Vilas,1986,107,981030
2737,9,82460,Walsh,1986,706,982460
2738,9,99990,Unincorporated Baca County,1986,1988,999990
2739,11,0,BENT COUNTY,1986,5729,1100000
2740,11,43660,Las Animas,1986,2767,1143660
2741,11,99990,Unincorporated Bent County,1986,2962,1199990
2742,13,0,BOULDER COUNTY,1986,211841,1300000
2743,13,7850,Boulder,1986,79703,1307850
2744,13,9280,Broomfield (Part),1986,15513,1309280
2745,13,24950,Erie (Part),1986,17,1324950
2746,13,39195,Jamestown,1986,236,1339195
2747,13,41835,Lafayette,1986,13750,1341835
2748,13,45970,Longmont (Part),1986,48297,1345970
2749,13,46355,Louisville,1986,10093,1346355
2750,13,47070,Lyons,1986,1237,1347070
2751,13,53175,Nederland,1986,1223,1353175
2752,13,75640,Superior (Part),1986,251,1375640
2753,13,82735,Ward,1986,122,1382735
2754,13,99990,Unincorporated Boulder County,1986,41399,1399990
2755,14,0,BROOMFIELD COUNTY,1986,,1400000
2756,14,9280,Broomfield,1986,,1409280
2757,15,0,CHAFFEE COUNTY,1986,12473,1500000
2758,15,10105,Buena Vista,1986,1838,1510105
2759,15,60600,Poncha Springs,1986,276,1560600
2760,15,67280,Salida,1986,4644,1567280
2761,15,99990,Unincorporated Chaffee County,1986,5715,1599990
2762,17,0,CHEYENNE COUNTY,1986,2185,1700000
2763,17,14175,Cheyenne Wells,1986,1046,1714175
2764,17,41010,Kit Carson,1986,265,1741010
2765,17,99990,Unincorporated Cheyenne County,1986,874,1799990
2766,19,0,CLEAR CREEK COUNTY,1986,8159,1900000
2767,19,12910,Central City (Part),1986,,1912910
2768,19,24620,Empire,1986,436,1924620
2769,19,29735,Georgetown,1986,968,1929735
2770,19,38370,Idaho Springs,1986,2114,1938370
2771,19,70360,Silver Plume,1986,146,1970360
2772,19,99990,Unincorporated Clear Creek County,1986,4495,1999990
2773,21,0,CONEJOS COUNTY,1986,7947,2100000
2774,21,2355,Antonito,1986,1000,2102355
2775,21,42055,La Jara,1986,797,2142055
2776,21,48060,Massa,1986,979,2148060
2777,21,65740,Romeo,1986,388,2165740
2778,21,67830,Sanford,1986,758,2167830
2779,21,99990,Unincorporated Conejos County,1986,4025,2199990
2780,23,0,COSTILLA COUNTY,1986,3307,2300000
2781,23,7190,Blanca,1986,283,2307190
2782,23,68105,San Luis,1986,867,2368105
2783,23,99990,Unincorporated Costilla County,1986,2157,2399990
2784,25,0,CROWLEY COUNTY,1986,2985,2500000
2785,25,18750,Crowley,1986,210,2518750
2786,25,55705,Olney Springs,1986,200,2555705
2787,25,56145,Ordway,1986,1143,2556145
2788,25,74815,Sugar City,1986,270,2574815
2789,25,99990,Unincorporated Crowley County,1986,1162,2599990
2790,27,0,CUSTER COUNTY,1986,2075,2700000
2791,27,70250,Silver Cliff,1986,379,2770250
2792,27,83450,Westcliffe,1986,371,2783450
2793,27,99990,Unincorporated Custer County,1986,1325,2799990
2794,29,0,DELTA COUNTY,1986,22353,2900000
2795,29,12635,Cedaredge,1986,1285,2912635
2796,29,17925,Crawford,1986,225,2917925
2797,29,19850,Delta,1986,3855,2919850
2798,29,37545,Hotchkiss,1986,993,2937545
2799,29,55980,Orchard City,1986,2199,2955980
2800,29,57300,Paonia,1986,1681,2957300
2801,29,99990,Unincorporated Delta County,1986,12115,2999990
2802,31,0,DENVER COUNTY,1986,497014,3100000
2803,31,20000,Denver,1986,497014,3120000
2804,33,0,DOLORES COUNTY,1986,1529,3300000
2805,33,21265,Dove Creek,1986,680,3321265
2806,33,64090,Rico,1986,87,3364090
2807,33,99990,Unincorporated Dolores County,1986,762,3399990
2808,35,0,DOUGLAS COUNTY,1986,45654,3500000
2809,35,4000,Aurora (Part),1986,0,3504000
2810,35,12387,Castle Pines,1986,,3512390
2811,35,12415,Castle Rock,1986,6965,3512415
2812,35,43550,Larkspur,1986,254,3543550
2813,35,45255,Littleton (Part),1986,129,3545255
2814,35,45955,Lone Tree,1986,,3545955
2815,35,57630,Parker,1986,2354,3557630
2816,35,99990,Unincorporated Douglas County,1986,35952,3599990
2817,37,0,EAGLE COUNTY,1986,18853,3700000
2818,37,4110,Avon,1986,1508,3704110
2819,37,4935,Basalt (Part),1986,729,3704935
2820,37,22200,Eagle,1986,1352,3722200
2821,37,33695,Gypsum,1986,1766,3733695
2822,37,50920,Minturn,1986,1189,3750920
2823,37,63265,Red Cliff,1986,313,3763265
2824,37,80040,Vail,1986,2382,3780040
2825,37,99990,Unincorporated Eagle County,1986,9614,3799990
2826,39,0,ELBERT COUNTY,1986,8793,3900000
2827,39,23740,Elizabeth,1986,938,3923740
2828,39,40790,Kiowa,1986,282,3940790
2829,39,70635,Simla,1986,510,3970635
2830,39,99990,Unincorporated Elbert County,1986,7063,3999990
2831,41,0,EL PASO COUNTY,1986,379304,4100000
2832,41,11260,Calhan,1986,854,4111260
2833,41,16000,Colorado Springs,1986,269488,4116000
2834,41,27865,Fountain,1986,9957,4127865
2835,41,32650,Green Mountain Falls (Part),1986,675,4132650
2836,41,48445,Manitou Springs,1986,4777,4148445
2837,41,51800,Monument,1986,977,4151800
2838,41,57025,Palmer Lake,1986,1534,4157025
2839,41,62660,Ramah,1986,108,4162660
2840,41,99990,Unincorporated El Paso County,1986,90934,4199990
2841,43,0,FREMONT COUNTY,1986,31130,4300000
2842,43,9115,Brookside,1986,182,4309115
2843,43,11810,Canon City,1986,12850,4311810
2844,43,15330,Coal Creek,1986,158,4315330
2845,43,27040,Florence,1986,3111,4327040
2846,43,64970,Rockvale,1986,330,4364970
2847,43,85155,Williamsburg,1986,242,4385155
2848,43,99990,Unincorporated Fremont County,1986,14233,4399990
2849,45,0,GARFIELD COUNTY,1986,26191,4500000
2850,45,12030,Carbonate,1986,0,4512030
2851,45,12045,Carbondale,1986,2544,4512045
2852,45,30780,Glenwood Springs,1986,5415,4530780
2853,45,53395,New Castle,1986,601,4553395
2854,45,57400,Parachute,1986,719,4557400
2855,45,64255,Rifle,1986,4310,4564255
2856,45,70195,Silt,1986,1030,4570195
2857,45,99990,Unincorporated Garfield County,1986,11572,4599990
2858,47,0,GILPIN COUNTY,1986,3237,4700000
2859,47,7025,Black Hawk,1986,328,4707025
2860,47,12910,Central City (Part),1986,402,4712910
2861,47,99990,Unincorporated Gilpin County,1986,2507,4799990
2862,49,0,GRAND COUNTY,1986,9139,4900000
2863,49,28305,Fraser,1986,661,4928305
2864,49,31605,Granby,1986,1161,4931605
2865,49,31715,Grand Lake,1986,367,4931715
2866,49,37600,Hot Sulphur Springs,1986,403,4937600
2867,49,41560,Kremmling,1986,1366,4941560
2868,49,85705,Winter Park,1986,630,4985705
2869,49,99990,Unincorporated Grand County,1986,4551,4999990
2870,51,0,GUNNISON COUNTY,1986,10890,5100000
2871,51,18310,Crested Butte,1986,899,5118310
2872,51,33640,Gunnison,1986,5532,5133640
2873,51,48555,Marble,1986,51,5148555
2874,51,52570,Mount Crested Butte,1986,278,5152570
2875,51,59830,Pitkin,1986,47,5159830
2876,51,99990,Unincorporated Gunnison County,1986,4083,5199990
2877,53,0,HINSDALE COUNTY,1986,468,5300000
2878,53,42330,Lake City,1986,227,5342330
2879,53,99990,Unincorporated Hinsdale County,1986,241,5399990
2880,55,0,HUERFANO COUNTY,1986,6752,5500000
2881,55,44100,La Veta,1986,753,5544100
2882,55,82350,Walsenburg,1986,3783,5582350
2883,55,99990,Unincorporated Huerfano County,1986,2216,5599990
2884,57,0,JACKSON COUNTY,1986,1708,5700000
2885,57,82130,Walden,1986,920,5782130
2886,57,99990,Unincorporated Jackson County,1986,788,5799990
2887,59,0,JEFFERSON COUNTY,1986,427070,5900000
2888,59,3455,Arvada (Part),1986,87391,5903455
2889,59,8070,Bow Mar (Part),1986,261,5908070
2890,59,9280,Broomfield (Part),1986,1214,5909280
2891,59,23135,Edgewater,1986,4861,5923135
2892,59,30835,Golden,1986,13782,5930835
2893,59,42495,Lakeside,1986,14,5942495
2894,59,43000,Lakewood,1986,125289,5943000
2895,59,45255,Littleton (Part),1986,,5945255
2896,59,52075,Morrison,1986,492,5952075
2897,59,52350,Mountain View,1986,586,5952350
2898,59,75640,Superior (Part),1986,0,5975640
2899,59,83835,Westminster (Part),1986,28626,5983835
2900,59,84440,Wheat Ridge,1986,30381,5984440
2901,59,99990,Unincorporated Jefferson County,1986,134173,5999990
2902,61,0,KIOWA COUNTY,1986,1798,6100000
2903,61,22145,Eads,1986,852,6122145
2904,61,34740,Haswell,1986,80,6134740
2905,61,69700,Sheridan Lake,1986,89,6169700
2906,61,99990,Unincorporated Kiowa County,1986,777,6199990
2907,63,0,KIT CARSON COUNTY,1986,7373,6300000
2908,63,6530,Bethune,1986,165,6306530
2909,63,10600,Burlington,1986,3066,6310600
2910,63,26765,Flagler,1986,570,6326765
2911,63,69040,Seibert,1986,172,6369040
2912,63,74485,Stratton,1986,651,6374485
2913,63,81690,Vona,1986,110,6381690
2914,63,99990,Unincorporated Kit Carson County,1986,2639,6399990
2915,65,0,LAKE COUNTY,1986,6450,6500000
2916,65,44320,Leadville,1986,2882,6544320
2917,65,99990,Unincorporated Lake County,1986,3568,6599990
2918,67,0,LA PLATA COUNTY,1986,30790,6700000
2919,67,5265,Bayfield,1986,986,6705265
2920,67,22035,Durango,1986,11990,6722035
2921,67,38535,Ignacio,1986,707,6738535
2922,67,99990,Unincorporated La Plata County,1986,17107,6799990
2923,69,0,LARIMER COUNTY,1986,174980,6900000
2924,69,6255,Berthoud (Part),1986,2805,6906255
2925,69,25115,Estes Park,1986,3132,6925115
2926,69,27425,Fort Collins,1986,79674,6927425
2927,69,39855,Johnstown (Part),1986,,6939855
2928,69,46465,Loveland,1986,35871,6946465
2929,69,77510,Timnath (Part),1986,189,6977510
2930,69,83230,Wellington,1986,1272,6983230
2931,69,85485,Windsor (Part),1986,,6985485
2932,69,99990,Unincorporated Larimer County,1986,52037,6999990
2933,71,0,LAS ANIMAS COUNTY,1986,14113,7100000
2934,71,760,Aguilar,1986,574,7100760
2935,71,8345,Branson,1986,63,7108345
2936,71,15550,Cokedale,1986,121,7115550
2937,71,40570,Kim,1986,88,7140570
2938,71,73715,Starkville,1986,110,7173715
2939,71,78610,Trinidad,1986,8930,7178610
2940,71,99990,Unincorporated Las Animas County,1986,4227,7199990
2941,73,0,LINCOLN COUNTY,1986,4431,7300000
2942,73,3235,Arriba,1986,234,7303235
2943,73,29680,Genoa,1986,167,7329680
2944,73,37875,Hugo,1986,684,7337875
2945,73,44980,Limon,1986,1733,7344980
2946,73,99990,Unincorporated Lincoln County,1986,1613,7399990
2947,75,0,LOGAN COUNTY,1986,18167,7500000
2948,75,18640,Crook,1986,153,7518640
2949,75,26875,Fleming,1986,352,7526875
2950,75,38590,Iliff,1986,189,7538590
2951,75,50040,Merino,1986,272,7550040
2952,75,58235,Peetz,1986,185,7558235
2953,75,73935,Sterling,1986,10733,7573935
2954,75,99990,Unincorporated Logan County,1986,6283,7599990
2955,77,0,MESA COUNTY,1986,85562,7700000
2956,77,15605,Collbran,1986,258,7715605
2957,77,19355,De Beque,1986,257,7719355
2958,77,28745,Fruita,1986,3515,7728745
2959,77,31660,Grand Junction,1986,27905,7731660
2960,77,56970,Palisade,1986,1627,7756970
2961,77,99990,Unincorporated Mesa County,1986,52000,7799990
2962,79,0,MINERAL COUNTY,1986,771,7900000
2963,79,14765,City of Creede,1986,537,7914765
2964,79,99990,Unincorporated Mineral County,1986,234,7999990
2965,81,0,MOFFAT COUNTY,1986,12679,8100000
2966,81,17760,Craig,1986,8874,8117760
2967,81,20495,Dinosaur,1986,380,8120495
2968,81,99990,Unincorporated Moffat County,1986,3425,8199990
2969,83,0,MONTEZUMA COUNTY,1986,18835,8300000
2970,83,17375,Cortez,1986,7618,8317375
2971,83,20770,Dolores,1986,927,8320770
2972,83,48115,Mancos,1986,887,8348115
2973,83,99990,Unincorporated Montezuma County,1986,9403,8399990
2974,85,0,MONTROSE COUNTY,1986,23833,8500000
2975,85,51745,Montrose,1986,8884,8551745
2976,85,53120,Naturita,1986,527,8553120
2977,85,54935,Nucla,1986,697,8554935
2978,85,55540,Olathe,1986,1242,8555540
2979,85,99990,Unincorporated Montrose County,1986,12483,8599990
2980,87,0,MORGAN COUNTY,1986,21508,8700000
2981,87,9555,Brush,1986,4110,8709555
2982,87,27810,Fort Morgan,1986,8721,8727810
2983,87,36610,Hillrose,1986,178,8736610
2984,87,45695,Log Lane Village,1986,654,8745695
2985,87,84770,Wiggins,1986,488,8784770
2986,87,99990,Unincorporated Morgan County,1986,7357,8799990
2987,89,0,OTERO COUNTY,1986,21457,8900000
2988,89,13460,Cheraw,1986,273,8913460
2989,89,27975,Fowler,1986,1176,8927975
2990,89,42110,La Junta,1986,8143,8942110
2991,89,48500,Manzanola,1986,456,8948500
2992,89,65190,Rocky Ford,1986,4482,8965190
2993,89,75970,Swink,1986,644,8975970
2994,89,99990,Unincorporated Otero County,1986,6283,8999990
2995,91,0,OURAY COUNTY,1986,1999,9100000
2996,91,56420,Ouray,1986,620,9156420
2997,91,64200,Ridgway,1986,392,9164200
2998,91,99990,Unincorporated Ouray County,1986,987,9199990
2999,93,0,PARK COUNTY,1986,6860,9300000
3000,93,1530,Alma,1986,113,9301530
3001,93,25610,Fairplay,1986,448,9325610
3002,93,99990,Unincorporated Park County,1986,6299,9399990
3003,95,0,PHILLIPS COUNTY,1986,4445,9500000
3004,95,34960,Haxtun,1986,936,9534960
3005,95,37270,Holyoke,1986,2074,9537270
3006,95,57245,Paoli,1986,54,9557245
3007,95,99990,Unincorporated Phillips County,1986,1381,9599990
3008,97,0,PITKIN COUNTY,1986,11968,9700000
3009,97,3620,Aspen,1986,3658,9703620
3010,97,4935,Basalt (Part),1986,0,9704935
3011,97,71755,Snowmass Village,1986,1368,9771755
3012,97,99990,Unincorporated Pitkin County,1986,6942,9799990
3013,99,0,PROWERS COUNTY,1986,14128,9900000
3014,99,31550,Granada,1986,579,9931550
3015,99,34520,Hartman,1986,120,9934520
3016,99,37215,Holly,1986,958,9937215
3017,99,43110,Lamar,1986,8731,9943110
3018,99,85045,Wiley,1986,445,9985045
3019,99,99990,Unincorporated Prowers County,1986,3295,9999990
3020,101,0,PUEBLO COUNTY,1986,122365,10100000
3021,101,7795,Boone,1986,386,10107795
3022,101,62000,Pueblo,1986,98398,10162000
3023,101,66895,Rye,1986,194,10166895
3024,101,99990,Unincorporated Pueblo County,1986,23387,10199990
3025,103,0,RIO BLANCO COUNTY,1986,6440,10300000
3026,103,49875,Meeker,1986,2047,10349875
3027,103,62880,Rangely,1986,2509,10362880
3028,103,99990,Unincorporated Rio Blanco County,1986,1884,10399990
3029,105,0,RIO GRANDE COUNTY,1986,11906,10500000
3030,105,12855,Center (Part),1986,0,10512855
3031,105,19795,Del Norte,1986,1866,10519795
3032,105,51635,Monte Vista,1986,4480,10551635
3033,105,72395,South Fork,1986,,10572395
3034,105,99990,Unincorporated Rio Grande County,1986,5560,10599990
3035,107,0,ROUTT COUNTY,1986,13863,10700000
3036,107,35070,Hayden,1986,1480,10735070
3037,107,55155,Oak Creek,1986,704,10755155
3038,107,73825,Steamboat Springs,1986,6264,10773825
3039,107,86475,Yampa,1986,336,10786475
3040,107,99990,Unincorporated Routt County,1986,5079,10799990
3041,109,0,SAGUACHE COUNTY,1986,4598,10900000
3042,109,7571,Bonza City,1986,13,10907571
3043,109,12855,Center (Part),1986,1966,10912855
3044,109,18420,Crestone,1986,46,10918420
3045,109,51250,Moffat,1986,109,10951250
3046,109,67005,Saguache,1986,624,10967005
3047,109,99990,Unincorporated Saguache County,1986,1840,10999990
3048,111,0,SAN JUAN COUNTY,1986,754,11100000
3049,111,70580,Silverton,1986,734,11170580
3050,111,99990,Unincorporated San Juan County,1986,20,11199990
3051,113,0,SAN MIGUEL COUNTY,1986,3374,11300000
3052,113,52550,Mountain Village,1986,,11352550
3053,113,54880,Norwood,1986,447,11354880
3054,113,55870,Ophir,1986,56,11355870
3055,113,68655,Sawpit,1986,39,11368655
3056,113,76795,Telluride,1986,1212,11376795
3057,113,99990,Unincorporated San Miguel County,1986,1620,11399990
3058,115,0,SEDGWICK COUNTY,1986,2825,11500000
3059,115,39965,Julesburg,1986,1359,11539965
3060,115,56475,Ovid,1986,362,11556475
3061,115,68930,Sedgwick,1986,195,11568930
3062,115,99990,Unincorporated Sedgwick County,1986,909,11599990
3063,117,0,SUMMIT COUNTY,1986,13274,11700000
