Vintage 2024 Prepared October 2025,,,,,,,,,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,householdpopulation,groupquarterspopulation,householdsize,totalhousingunits,occupiedhousingunits,vacanthousingunits,vacancyrate,hpthuratio,countyplace
4689,49,85705,Winter Park,2018,1025,1013,12,1.97,2677,515,2162,80.77,0.38,4985705
4690,49,85705,Winter Park,2019,1028,1016,12,1.96,2726,519,2207,80.96,0.37,4985705
4691,49,85705,Winter Park,2020,1038,999,39,1.93,2770,517,2253,81.32,0.36,4985705
4692,49,85705,Winter Park,2021,1036,997,39,1.92,2782,520,2262,81.32,0.36,4985705
4693,49,85705,Winter Park,2022,1014,975,39,1.73,3011,562,2449,81.32,0.32,4985705
4694,49,85705,Winter Park,2023,1083,1044,39,1.62,3452,645,2807,81.32,0.3,4985705
4695,49,85705,Winter Park,2024,1094,1055,39,1.6,3521,658,2863,81.32,0.3,4985705
4696,119,86090,Woodland Park,2010,7229,7229,0,2.47,3196,2931,265,8.29,2.26,11986090
4697,119,86090,Woodland Park,2011,7214,7214,0,2.46,3211,2937,274,8.53,2.25,11986090
4698,119,86090,Woodland Park,2012,7228,7228,0,2.45,3233,2955,278,8.61,2.24,11986090
4699,119,86090,Woodland Park,2013,7229,7229,0,2.44,3258,2968,290,8.91,2.22,11986090
4700,119,86090,Woodland Park,2014,7229,7229,0,2.43,3273,2980,293,8.95,2.21,11986090
4701,119,86090,Woodland Park,2015,7373,7373,0,2.42,3370,3052,318,9.42,2.19,11986090
4702,119,86090,Woodland Park,2016,7466,7466,0,2.41,3402,3103,299,8.79,2.19,11986090
4703,119,86090,Woodland Park,2017,7664,7664,0,2.4,3489,3198,291,8.33,2.2,11986090
4704,119,86090,Woodland Park,2018,7758,7758,0,2.39,3535,3251,284,8.04,2.19,11986090
4705,119,86090,Woodland Park,2019,7867,7867,0,2.38,3603,3311,292,8.1,2.18,11986090
4706,119,86090,Woodland Park,2020,7935,7918,17,2.37,3647,3346,301,8.25,2.17,11986090
4707,119,86090,Woodland Park,2021,7976,7955,21,2.36,3677,3374,303,8.24,2.16,11986090
4708,119,86090,Woodland Park,2022,7940,7915,25,2.32,3723,3416,307,8.25,2.13,11986090
4709,119,86090,Woodland Park,2023,7896,7871,25,2.27,3777,3466,311,8.23,2.08,11986090
4710,119,86090,Woodland Park,2024,8035,8005,30,2.25,3880,3560,320,8.25,2.06,11986090
4711,125,86310,Wray,2010,2340,2195,145,2.43,992,903,89,8.94,2.21,12586310
4712,125,86310,Wray,2011,2431,2225,207,2.38,992,936,56,5.61,2.24,12586310
4713,125,86310,Wray,2012,2412,2228,184,2.38,995,935,60,6.06,2.24,12586310
4714,125,86310,Wray,2013,2380,2226,155,2.39,995,930,65,6.5,2.24,12586310
4715,125,86310,Wray,2014,2410,2227,183,2.4,998,928,70,7.06,2.23,12586310
4716,125,86310,Wray,2015,2341,2221,121,2.41,1001,922,79,7.9,2.22,12586310
4717,125,86310,Wray,2016,2343,2214,130,2.42,1001,916,85,8.5,2.21,12586310
4718,125,86310,Wray,2017,2303,2211,92,2.42,1003,912,91,9.09,2.2,12586310
4719,125,86310,Wray,2018,2289,2207,82,2.43,1003,907,96,9.56,2.2,12586310
4720,125,86310,Wray,2019,2310,2203,107,2.44,1003,903,100,9.97,2.2,12586310
4721,125,86310,Wray,2020,2366,2193,173,2.44,1004,899,105,10.46,2.18,12586310
4722,125,86310,Wray,2021,2336,2188,148,2.43,1004,899,105,10.46,2.18,12586310
4723,125,86310,Wray,2022,2346,2202,144,2.45,1005,900,105,10.45,2.19,12586310
4724,125,86310,Wray,2023,2379,2235,144,2.44,1023,916,107,10.46,2.18,12586310
4725,125,86310,Wray,2024,2410,2259,151,2.44,1033,925,108,10.45,2.19,12586310
4726,107,86475,Yampa,2010,427,427,0,2.69,195,159,36,18.69,2.19,10786475
4727,107,86475,Yampa,2011,394,394,0,2.45,195,161,34,17.54,2.02,10786475
4728,107,86475,Yampa,2012,394,394,0,2.44,196,161,35,17.68,2.01,10786475
4729,107,86475,Yampa,2013,395,395,0,2.44,197,162,35,17.82,2.01,10786475
4730,107,86475,Yampa,2014,393,393,0,2.43,197,162,35,17.96,1.99,10786475
4731,107,86475,Yampa,2015,392,392,0,2.43,197,161,36,18.12,1.99,10786475
4732,107,86475,Yampa,2016,392,392,0,2.42,198,162,36,18.28,1.98,10786475
4733,107,86475,Yampa,2017,394,394,0,2.42,200,163,37,18.46,1.97,10786475
4734,107,86475,Yampa,2018,393,393,0,2.41,200,163,37,18.62,1.97,10786475
4735,107,86475,Yampa,2019,395,395,0,2.41,202,164,38,18.81,1.96,10786475
4736,107,86475,Yampa,2020,398,398,0,2.4,204,166,38,18.63,1.95,10786475
4737,107,86475,Yampa,2021,405,405,0,2.41,207,168,39,18.84,1.96,10786475
4738,107,86475,Yampa,2022,400,400,0,2.35,209,170,39,18.66,1.91,10786475
4739,107,86475,Yampa,2023,401,401,0,2.32,212,173,39,18.4,1.89,10786475
4740,107,86475,Yampa,2024,391,391,0,2.26,212,173,39,18.4,1.84,10786475
4741,125,86750,Yuma,2010,3520,3469,51,2.63,1435,1318,117,8.19,2.42,12586750
4742,125,86750,Yuma,2011,3526,3454,73,2.54,1433,1362,71,4.95,2.41,12586750
4743,125,86750,Yuma,2012,3508,3443,65,2.54,1432,1358,74,5.15,2.4,12586750
4744,125,86750,Yuma,2013,3596,3437,159,2.53,1432,1356,76,5.32,2.4,12586750
4745,125,86750,Yuma,2014,3612,3430,182,2.53,1433,1353,80,5.56,2.39,12586750
4746,125,86750,Yuma,2015,3539,3419,120,2.53,1435,1349,86,5.99,2.38,12586750
4747,125,86750,Yuma,2016,3548,3413,134,2.53,1436,1347,89,6.2,2.38,12586750
4748,125,86750,Yuma,2017,3508,3414,95,2.53,1439,1347,92,6.38,2.37,12586750
4749,125,86750,Yuma,2018,3490,3406,85,2.53,1437,1344,93,6.46,2.37,12586750
4750,125,86750,Yuma,2019,3513,3403,110,2.53,1437,1344,93,6.47,2.37,12586750
4751,125,86750,Yuma,2020,3442,3397,45,2.52,1440,1347,93,6.46,2.36,12586750
4752,125,86750,Yuma,2021,3433,3399,34,2.52,1444,1351,93,6.44,2.35,12586750
4753,125,86750,Yuma,2022,3440,3421,19,2.53,1446,1353,93,6.43,2.37,12586750
4754,125,86750,Yuma,2023,3429,3416,13,2.52,1448,1354,94,6.49,2.36,12586750
4755,125,86750,Yuma,2024,3433,3420,13,2.53,1448,1354,94,6.49,2.36,12586750
4756,1,99990,Unincorporated Adams County,2010,88553,88245,308,2.99,31259,29517,1742,5.57,2.82,199990
4757,1,99990,Unincorporated Adams County,2011,89951,89642,309,2.99,31376,29947,1429,4.56,2.86,199990
4758,1,99990,Unincorporated Adams County,2012,91338,91027,311,3,31493,30374,1119,3.55,2.89,199990
4759,1,99990,Unincorporated Adams County,2013,92673,92361,312,3,31610,30782,828,2.62,2.92,199990
4760,1,99990,Unincorporated Adams County,2014,93903,93589,314,3,31727,31155,572,1.8,2.95,199990
4761,1,99990,Unincorporated Adams County,2015,95152,94837,315,3.01,31843,31537,306,0.96,2.98,199990
4762,1,99990,Unincorporated Adams County,2016,95878,95561,316,3.01,31960,31740,220,0.69,2.99,199990
4763,1,99990,Unincorporated Adams County,2017,96718,96400,318,3.01,32445,31987,458,1.41,2.97,199990
4764,1,99990,Unincorporated Adams County,2018,97795,97476,319,3.02,32968,32323,645,1.96,2.96,199990
4765,1,99990,Unincorporated Adams County,2019,98358,98038,320,3.02,33475,32491,984,2.94,2.93,199990
4766,1,99990,Unincorporated Adams County,2020,99177,98826,351,3.01,34108,32844,1264,3.71,2.9,199990
4767,1,99990,Unincorporated Adams County,2021,98791,98440,351,2.98,34334,33061,1273,3.71,2.87,199990
4768,1,99990,Unincorporated Adams County,2022,98790,98439,351,2.95,34639,33355,1284,3.71,2.84,199990
4769,1,99990,Unincorporated Adams County,2023,99336,98985,351,2.94,34950,33654,1296,3.71,2.83,199990
4770,1,99990,Unincorporated Adams County,2024,99550,99199,351,2.93,35150,33847,1303,3.71,2.82,199990
4771,3,99990,Unincorporated Alamosa County,2010,6575,6507,68,2.57,2824,2530,294,10.41,2.3,399990
4772,3,99990,Unincorporated Alamosa County,2011,6560,6492,68,2.57,2817,2525,292,10.38,2.3,399990
4773,3,99990,Unincorporated Alamosa County,2012,6557,6489,68,2.57,2808,2523,285,10.15,2.31,399990
4774,3,99990,Unincorporated Alamosa County,2013,6563,6495,68,2.57,2811,2526,285,10.15,2.31,399990
4775,3,99990,Unincorporated Alamosa County,2014,6526,6458,68,2.57,2820,2512,308,10.93,2.29,399990
4776,3,99990,Unincorporated Alamosa County,2015,6535,6467,68,2.57,2823,2515,308,10.89,2.29,399990
4777,3,99990,Unincorporated Alamosa County,2016,6545,6477,68,2.57,2821,2520,301,10.68,2.3,399990
4778,3,99990,Unincorporated Alamosa County,2017,6510,6442,68,2.57,2806,2505,301,10.73,2.3,399990
4779,3,99990,Unincorporated Alamosa County,2018,6516,6448,68,2.57,2810,2508,302,10.76,2.29,399990
4780,3,99990,Unincorporated Alamosa County,2019,6488,6420,68,2.57,2792,2496,296,10.6,2.3,399990
4781,3,99990,Unincorporated Alamosa County,2020,6468,6409,59,2.56,2796,2502,294,10.52,2.29,399990
4782,3,99990,Unincorporated Alamosa County,2021,6585,6526,59,2.57,2838,2539,299,10.54,2.3,399990
4783,3,99990,Unincorporated Alamosa County,2022,6641,6582,59,2.55,2882,2579,303,10.51,2.28,399990
4784,3,99990,Unincorporated Alamosa County,2023,6685,6626,59,2.54,2920,2613,307,10.51,2.27,399990
4785,3,99990,Unincorporated Alamosa County,2024,6665,6606,59,2.5,2952,2641,311,10.54,2.24,399990
4786,5,99990,Unincorporated Arapahoe County,2010,84919,84202,717,2.61,34055,32260,1795,5.27,2.47,599990
4787,5,99990,Unincorporated Arapahoe County,2011,86439,85725,714,2.62,34174,32678,1496,4.38,2.51,599990
4788,5,99990,Unincorporated Arapahoe County,2012,87789,87058,731,2.64,34160,33024,1136,3.33,2.55,599990
4789,5,99990,Unincorporated Arapahoe County,2013,89971,89221,750,2.65,34502,33683,819,2.37,2.59,599990
4790,5,99990,Unincorporated Arapahoe County,2014,91650,90882,767,2.66,34900,34128,772,2.21,2.6,599990
4791,5,99990,Unincorporated Arapahoe County,2015,93265,92476,789,2.68,35077,34543,534,1.52,2.64,599990
4792,5,99990,Unincorporated Arapahoe County,2016,96085,95277,808,2.69,35924,35414,510,1.42,2.65,599990
4793,5,99990,Unincorporated Arapahoe County,2017,95950,95124,826,2.7,36114,35189,925,2.56,2.63,599990
4794,5,99990,Unincorporated Arapahoe County,2018,96981,96136,845,2.72,36409,35404,1005,2.76,2.64,599990
4795,5,99990,Unincorporated Arapahoe County,2019,97065,96202,863,2.73,36579,35269,1310,3.58,2.63,599990
4796,5,99990,Unincorporated Arapahoe County,2020,97088,96403,685,2.73,37009,35306,1703,4.6,2.6,599990
4797,5,99990,Unincorporated Arapahoe County,2021,97617,96981,636,2.69,37856,36114,1742,4.6,2.56,599990
4798,5,99990,Unincorporated Arapahoe County,2022,97891,97255,636,2.64,38630,36852,1778,4.6,2.52,599990
4799,5,99990,Unincorporated Arapahoe County,2023,98450,97808,642,2.63,39012,37217,1795,4.6,2.51,599990
4800,5,99990,Unincorporated Arapahoe County,2024,99025,98409,616,2.62,39307,37498,1809,4.6,2.5,599990
4801,7,99990,Unincorporated Archuleta County,2010,10336,10273,63,2.26,7817,4542,3275,41.9,1.31,799990
4802,7,99990,Unincorporated Archuleta County,2011,10255,10194,61,2.26,7847,4505,3342,42.59,1.3,799990
4803,7,99990,Unincorporated Archuleta County,2012,10341,10282,59,2.26,7878,4541,3337,42.36,1.31,799990
4804,7,99990,Unincorporated Archuleta County,2013,10376,10319,57,2.27,7915,4554,3361,42.47,1.3,799990
4805,7,99990,Unincorporated Archuleta County,2014,10330,10275,55,2.27,7966,4531,3435,43.12,1.29,799990
4806,7,99990,Unincorporated Archuleta County,2015,10428,10375,53,2.27,8019,4572,3447,42.98,1.29,799990
4807,7,99990,Unincorporated Archuleta County,2016,10773,10722,51,2.27,8094,4722,3372,41.66,1.32,799990
4808,7,99990,Unincorporated Archuleta County,2017,11165,11116,49,2.27,8196,4892,3304,40.31,1.36,799990
4809,7,99990,Unincorporated Archuleta County,2018,11446,11399,47,2.27,8331,5013,3318,39.83,1.37,799990
4810,7,99990,Unincorporated Archuleta County,2019,11610,11565,45,2.28,8453,5082,3371,39.88,1.37,799990
4811,7,99990,Unincorporated Archuleta County,2020,11852,11798,54,2.28,8562,5174,3388,39.57,1.38,799990
4812,7,99990,Unincorporated Archuleta County,2021,12182,12128,54,2.31,8684,5247,3437,39.58,1.4,799990
4813,7,99990,Unincorporated Archuleta County,2022,12323,12269,54,2.3,8841,5342,3499,39.58,1.39,799990
4814,7,99990,Unincorporated Archuleta County,2023,12453,12399,54,2.29,8964,5417,3547,39.57,1.38,799990
4815,7,99990,Unincorporated Archuleta County,2024,12389,12335,54,2.25,9062,5476,3586,39.57,1.36,799990
4816,9,99990,Unincorporated Baca County,2010,1388,1388,0,2.71,708,512,196,27.67,1.96,999990
4817,9,99990,Unincorporated Baca County,2011,1383,1383,0,2.36,708,586,122,17.25,1.95,999990
4818,9,99990,Unincorporated Baca County,2012,1357,1357,0,2.37,708,573,135,19.05,1.92,999990
4819,9,99990,Unincorporated Baca County,2013,1335,1335,0,2.33,708,572,136,19.16,1.89,999990
4820,9,99990,Unincorporated Baca County,2014,1311,1311,0,2.29,708,572,136,19.27,1.85,999990
4821,9,99990,Unincorporated Baca County,2015,1301,1301,0,2.28,708,571,137,19.39,1.84,999990
4822,9,99990,Unincorporated Baca County,2016,1295,1295,0,2.27,708,570,138,19.52,1.83,999990
4823,9,99990,Unincorporated Baca County,2017,1302,1302,0,2.31,708,563,145,20.48,1.84,999990
4824,9,99990,Unincorporated Baca County,2018,1315,1315,0,2.34,708,562,146,20.62,1.86,999990
4825,9,99990,Unincorporated Baca County,2019,1323,1323,0,2.36,708,561,147,20.76,1.87,999990
4826,9,99990,Unincorporated Baca County,2020,1273,1273,0,2.35,708,541,167,23.59,1.8,999990
4827,9,99990,Unincorporated Baca County,2021,1282,1282,0,2.36,711,543,168,23.63,1.8,999990
4828,9,99990,Unincorporated Baca County,2022,1260,1260,0,2.32,711,543,168,23.63,1.77,999990
4829,9,99990,Unincorporated Baca County,2023,1242,1242,0,2.29,711,543,168,23.63,1.75,999990
4830,9,99990,Unincorporated Baca County,2024,1232,1232,0,2.27,711,543,168,23.63,1.73,999990
4831,11,99990,Unincorporated Bent County,2010,4093,1963,2130,2.61,933,753,180,19.34,2.1,1199990
4832,11,99990,Unincorporated Bent County,2011,3919,1883,2036,2.36,938,796,142,15.11,2.01,1199990
4833,11,99990,Unincorporated Bent County,2012,3467,1859,1608,2.36,940,786,154,16.33,1.98,1199990
4834,11,99990,Unincorporated Bent County,2013,3459,1822,1637,2.36,944,771,173,18.28,1.93,1199990
4835,11,99990,Unincorporated Bent County,2014,3570,1779,1791,2.36,946,753,193,20.37,1.88,1199990
4836,11,99990,Unincorporated Bent County,2015,3649,1820,1829,2.36,946,771,175,18.46,1.92,1199990
4837,11,99990,Unincorporated Bent County,2016,3466,1809,1657,2.36,950,767,183,19.29,1.9,1199990
4838,11,99990,Unincorporated Bent County,2017,3679,1823,1856,2.36,952,773,179,18.79,1.91,1199990
4839,11,99990,Unincorporated Bent County,2018,3693,1839,1854,2.36,955,780,175,18.28,1.93,1199990
4840,11,99990,Unincorporated Bent County,2019,3700,1844,1856,2.36,958,783,175,18.27,1.92,1199990
4841,11,99990,Unincorporated Bent County,2020,3198,1862,1336,2.33,958,798,160,16.7,1.94,1199990
4842,11,99990,Unincorporated Bent County,2021,3017,1913,1104,2.39,963,802,161,16.72,1.99,1199990
4843,11,99990,Unincorporated Bent County,2022,3110,1879,1231,2.33,969,807,162,16.72,1.94,1199990
4844,11,99990,Unincorporated Bent County,2023,3337,1917,1420,2.35,979,815,164,16.75,1.96,1199990
4845,11,99990,Unincorporated Bent County,2024,3413,1898,1515,2.32,982,818,164,16.7,1.93,1199990
4846,13,99990,Unincorporated Boulder County,2010,43434,43381,53,2.33,21251,18581,2670,12.56,2.04,1399990
4847,13,99990,Unincorporated Boulder County,2011,44355,44300,55,2.34,21221,18968,2253,10.62,2.09,1399990
4848,13,99990,Unincorporated Boulder County,2012,45681,45623,57,2.34,21240,19536,1704,8.02,2.15,1399990
4849,13,99990,Unincorporated Boulder County,2013,46287,46228,60,2.34,21248,19794,1454,6.84,2.18,1399990
4850,13,99990,Unincorporated Boulder County,2014,46039,45978,62,2.34,21177,19682,1495,7.06,2.17,1399990
4851,13,99990,Unincorporated Boulder County,2015,46858,46794,63,2.34,21117,20030,1087,5.15,2.22,1399990
4852,13,99990,Unincorporated Boulder County,2016,46933,46868,65,2.34,21065,20071,994,4.72,2.22,1399990
4853,13,99990,Unincorporated Boulder County,2017,45973,45905,67,2.33,21017,19675,1342,6.39,2.18,1399990
4854,13,99990,Unincorporated Boulder County,2018,45660,45590,69,2.33,20994,19557,1437,6.84,2.17,1399990
4855,13,99990,Unincorporated Boulder County,2019,43685,43613,72,2.33,20979,18723,2256,10.75,2.08,1399990
4856,13,99990,Unincorporated Boulder County,2020,43237,42858,379,2.31,20964,18520,2444,11.66,2.04,1399990
4857,13,99990,Unincorporated Boulder County,2021,42559,42180,379,2.28,20968,18524,2444,11.66,2.01,1399990
4858,13,99990,Unincorporated Boulder County,2022,41963,41584,379,2.26,20821,18394,2427,11.66,2,1399990
4859,13,99990,Unincorporated Boulder County,2023,41530,41151,379,2.23,20845,18415,2430,11.66,1.97,1399990
4860,13,99990,Unincorporated Boulder County,2024,41049,40670,379,2.2,20907,18470,2437,11.66,1.95,1399990
4861,15,99990,Unincorporated Chaffee County,2010,9204,7943,1261,2.23,5386,3565,1821,33.81,1.47,1599990
4862,15,99990,Unincorporated Chaffee County,2011,9294,7985,1309,2.23,5395,3583,1812,33.58,1.48,1599990
4863,15,99990,Unincorporated Chaffee County,2012,9387,8089,1297,2.23,5385,3631,1754,32.58,1.5,1599990
4864,15,99990,Unincorporated Chaffee County,2013,9388,8243,1145,2.23,5378,3701,1677,31.19,1.53,1599990
4865,15,99990,Unincorporated Chaffee County,2014,9436,8155,1282,2.23,5370,3660,1710,31.84,1.52,1599990
4866,15,99990,Unincorporated Chaffee County,2015,9410,8185,1226,2.23,5373,3673,1700,31.65,1.52,1599990
4867,15,99990,Unincorporated Chaffee County,2016,9662,8387,1275,2.23,5393,3763,1630,30.22,1.56,1599990
4868,15,99990,Unincorporated Chaffee County,2017,9838,8584,1254,2.23,5437,3851,1586,29.18,1.58,1599990
4869,15,99990,Unincorporated Chaffee County,2018,9914,8659,1255,2.23,5478,3883,1595,29.12,1.58,1599990
4870,15,99990,Unincorporated Chaffee County,2019,9986,8750,1236,2.23,5535,3923,1612,29.12,1.58,1599990
4871,15,99990,Unincorporated Chaffee County,2020,9990,8870,1120,2.23,5607,3983,1624,28.96,1.58,1599990
4872,15,99990,Unincorporated Chaffee County,2021,9861,9016,845,2.22,5705,4053,1652,28.96,1.58,1599990
4873,15,99990,Unincorporated Chaffee County,2022,10058,8955,1103,2.16,5845,4152,1693,28.96,1.53,1599990
4874,15,99990,Unincorporated Chaffee County,2023,10169,9037,1132,2.13,5980,4248,1732,28.96,1.51,1599990
4875,15,99990,Unincorporated Chaffee County,2024,10201,9192,1009,2.11,6123,4350,1773,28.96,1.5,1599990
4876,17,99990,Unincorporated Cheyenne County,2010,756,756,0,2.96,328,255,73,22.25,2.3,1799990
4877,17,99990,Unincorporated Cheyenne County,2011,713,713,0,2.45,328,291,37,11.37,2.17,1799990
4878,17,99990,Unincorporated Cheyenne County,2012,716,716,0,2.47,328,290,38,11.58,2.18,1799990
4879,17,99990,Unincorporated Cheyenne County,2013,720,720,0,2.48,336,290,46,13.64,2.14,1799990
4880,17,99990,Unincorporated Cheyenne County,2014,724,724,0,2.5,337,290,47,14.03,2.15,1799990
4881,17,99990,Unincorporated Cheyenne County,2015,728,728,0,2.51,343,289,54,15.64,2.12,1799990
4882,17,99990,Unincorporated Cheyenne County,2016,727,727,0,2.53,348,287,61,17.42,2.09,1799990
4883,17,99990,Unincorporated Cheyenne County,2017,729,729,0,2.55,351,286,65,18.4,2.08,1799990
4884,17,99990,Unincorporated Cheyenne County,2018,733,733,0,2.56,354,286,68,19.18,2.07,1799990
4885,17,99990,Unincorporated Cheyenne County,2019,737,737,0,2.58,358,286,72,20.11,2.06,1799990
4886,17,99990,Unincorporated Cheyenne County,2020,741,741,0,2.57,375,288,87,23.2,1.98,1799990
4887,17,99990,Unincorporated Cheyenne County,2021,734,734,0,2.51,380,292,88,23.16,1.93,1799990
4888,17,99990,Unincorporated Cheyenne County,2022,753,753,0,2.51,391,300,91,23.27,1.93,1799990
4889,17,99990,Unincorporated Cheyenne County,2023,771,771,0,2.5,402,309,93,23.13,1.92,1799990
4890,17,99990,Unincorporated Cheyenne County,2024,769,769,0,2.49,402,309,93,23.13,1.91,1799990
4891,19,99990,Unincorporated Clear Creek County,2010,5896,5881,15,2.34,3490,2514,976,27.95,1.69,1999990
4892,19,99990,Unincorporated Clear Creek County,2011,5787,5778,9,2.23,3501,2591,910,26.01,1.65,1999990
4893,19,99990,Unincorporated Clear Creek County,2012,5763,5752,11,2.23,3516,2584,932,26.52,1.64,1999990
4894,19,99990,Unincorporated Clear Creek County,2013,5733,5724,9,2.22,3511,2575,936,26.65,1.63,1999990
4895,19,99990,Unincorporated Clear Creek County,2014,5793,5781,12,2.22,3549,2606,943,26.56,1.63,1999990
4896,19,99990,Unincorporated Clear Creek County,2015,5853,5843,10,2.21,3557,2639,918,25.81,1.64,1999990
4897,19,99990,Unincorporated Clear Creek County,2016,5898,5889,9,2.21,3569,2664,905,25.35,1.65,1999990
4898,19,99990,Unincorporated Clear Creek County,2017,6027,6017,10,2.21,3579,2727,852,23.8,1.68,1999990
4899,19,99990,Unincorporated Clear Creek County,2018,5969,5959,10,2.2,3595,2706,889,24.74,1.66,1999990
4900,19,99990,Unincorporated Clear Creek County,2019,5978,5968,10,2.2,3612,2714,898,24.86,1.65,1999990
4901,19,99990,Unincorporated Clear Creek County,2020,5914,5907,7,2.18,3626,2707,919,25.34,1.63,1999990
4902,19,99990,Unincorporated Clear Creek County,2021,5961,5954,7,2.19,3640,2717,923,25.36,1.64,1999990
4903,19,99990,Unincorporated Clear Creek County,2022,5840,5833,7,2.14,3657,2730,927,25.35,1.6,1999990
4904,19,99990,Unincorporated Clear Creek County,2023,5712,5705,7,2.08,3670,2740,930,25.34,1.55,1999990
4905,19,99990,Unincorporated Clear Creek County,2024,5688,5681,7,2.06,3687,2753,934,25.33,1.54,1999990
4906,21,99990,Unincorporated Conejos County,2010,4399,4369,30,2.99,2278,1460,818,35.9,1.92,2199990
4907,21,99990,Unincorporated Conejos County,2011,4523,4491,32,2.62,2289,1713,576,25.15,1.96,2199990
4908,21,99990,Unincorporated Conejos County,2012,4474,4440,34,2.61,2299,1699,600,26.09,1.93,2199990
4909,21,99990,Unincorporated Conejos County,2013,4425,4388,37,2.6,2309,1685,624,27.02,1.9,2199990
4910,21,99990,Unincorporated Conejos County,2014,4372,4333,39,2.6,2319,1669,650,28.02,1.87,2199990
4911,21,99990,Unincorporated Conejos County,2015,4324,4283,41,2.59,2329,1655,674,28.94,1.84,2199990
4912,21,99990,Unincorporated Conejos County,2016,4257,4213,44,2.58,2344,1633,711,30.31,1.8,2199990
4913,21,99990,Unincorporated Conejos County,2017,4192,4146,46,2.57,2358,1613,745,31.61,1.76,2199990
4914,21,99990,Unincorporated Conejos County,2018,4112,4064,48,2.56,2373,1586,787,33.16,1.71,2199990
4915,21,99990,Unincorporated Conejos County,2019,4028,3978,50,2.55,2394,1558,836,34.92,1.66,2199990
4916,21,99990,Unincorporated Conejos County,2020,3957,3902,55,2.54,2417,1538,879,36.37,1.61,2199990
4917,21,99990,Unincorporated Conejos County,2021,4037,3990,47,2.55,2457,1563,894,36.39,1.62,2199990
4918,21,99990,Unincorporated Conejos County,2022,4041,3997,44,2.51,2501,1591,910,36.39,1.6,2199990
4919,21,99990,Unincorporated Conejos County,2023,4020,3976,44,2.46,2545,1619,926,36.39,1.56,2199990
4920,21,99990,Unincorporated Conejos County,2024,4052,3992,60,2.44,2573,1637,936,36.38,1.55,2199990
4921,23,99990,Unincorporated Costilla County,2010,2525,2525,0,2.66,1763,949,814,46.17,1.43,2399990
4922,23,99990,Unincorporated Costilla County,2011,2579,2579,0,2.23,1817,1158,659,36.28,1.42,2399990
4923,23,99990,Unincorporated Costilla County,2012,2573,2573,0,2.22,1817,1160,657,36.16,1.42,2399990
4924,23,99990,Unincorporated Costilla County,2013,2566,2566,0,2.21,1817,1162,655,36.07,1.41,2399990
4925,23,99990,Unincorporated Costilla County,2014,2568,2568,0,2.2,1817,1167,650,35.77,1.41,2399990
4926,23,99990,Unincorporated Costilla County,2015,2571,2571,0,2.19,1817,1173,644,35.46,1.41,2399990
4927,23,99990,Unincorporated Costilla County,2016,2573,2573,0,2.18,1817,1178,639,35.15,1.42,2399990
4928,23,99990,Unincorporated Costilla County,2017,2574,2574,0,2.17,1817,1183,634,34.88,1.42,2399990
4929,23,99990,Unincorporated Costilla County,2018,2576,2576,0,2.17,1819,1189,630,34.63,1.42,2399990
4930,23,99990,Unincorporated Costilla County,2019,2577,2577,0,2.16,1880,1194,686,36.49,1.37,2399990
4931,23,99990,Unincorporated Costilla County,2020,2582,2582,0,2.13,1948,1211,737,37.83,1.33,2399990
4932,23,99990,Unincorporated Costilla County,2021,2667,2667,0,2.2,1948,1211,737,37.83,1.37,2399990
4933,23,99990,Unincorporated Costilla County,2022,2664,2664,0,2.2,1948,1211,737,37.83,1.37,2399990
4934,23,99990,Unincorporated Costilla County,2023,2677,2677,0,2.21,1948,1211,737,37.83,1.37,2399990
4935,23,99990,Unincorporated Costilla County,2024,2721,2721,0,2.25,1948,1211,737,37.83,1.4,2399990
4936,25,99990,Unincorporated Crowley County,2010,3970,1323,2647,2.67,578,496,82,14.22,2.29,2599990
4937,25,99990,Unincorporated Crowley County,2011,3953,1291,2662,2.48,581,520,61,10.43,2.22,2599990
4938,25,99990,Unincorporated Crowley County,2012,3959,1287,2673,2.47,583,521,62,10.57,2.21,2599990
4939,25,99990,Unincorporated Crowley County,2013,3968,1281,2688,2.46,583,522,61,10.54,2.2,2599990
4940,25,99990,Unincorporated Crowley County,2014,3986,1278,2708,2.44,586,523,63,10.75,2.18,2599990
4941,25,99990,Unincorporated Crowley County,2015,4003,1278,2725,2.43,593,526,67,11.29,2.16,2599990
4942,25,99990,Unincorporated Crowley County,2016,4012,1277,2735,2.42,598,528,70,11.65,2.14,2599990
4943,25,99990,Unincorporated Crowley County,2017,4033,1273,2760,2.41,601,529,72,11.93,2.12,2599990
4944,25,99990,Unincorporated Crowley County,2018,4046,1270,2776,2.39,604,531,73,12.13,2.1,2599990
4945,25,99990,Unincorporated Crowley County,2019,4057,1265,2792,2.38,605,531,74,12.23,2.09,2599990
4946,25,99990,Unincorporated Crowley County,2020,3896,1266,2630,2.35,606,539,67,11.06,2.09,2599990
4947,25,99990,Unincorporated Crowley County,2021,3876,1314,2562,2.42,610,543,67,10.98,2.15,2599990
4948,25,99990,Unincorporated Crowley County,2022,3758,1294,2464,2.38,612,544,68,11.11,2.11,2599990
4949,25,99990,Unincorporated Crowley County,2023,3835,1295,2540,2.28,640,569,71,11.09,2.02,2599990
4950,25,99990,Unincorporated Crowley County,2024,3821,1361,2460,2.28,671,597,74,11.03,2.03,2599990
